Posted Date,Letter Issue Date,Company Name,Issuing Office,Subject,Response Letter,Closeout Letter
06/28/2022,05/04/2022,Fresh Imports International LLC,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,
05/03/2022,03/28/2022,Bhan Kanom Thai Inc,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
05/03/2022,03/11/2022,Don’t Run Out dba Public Goods,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,
05/17/2022,05/10/2022,Colorful Products Corporation,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,
05/17/2022,03/25/2022,Red Shield Reserve Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
05/24/2022,05/11/2022,"Coastal Fresh Farms, Inc.",Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
05/24/2022,04/26/2022,Cigsway,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
05/18/2022,05/18/2022,Vapor Arts LLC d/b/a Main Street Vapor Co.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,09/13/2024
05/17/2022,05/06/2022,"The Vapor Gypsy, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
05/18/2022,05/18/2022,Moonlight Vapers,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,09/16/2024
05/17/2022,04/26/2022,El Dorado Imports Inc,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,
05/17/2022,04/18/2022,"Fres Co, LLC",Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,
05/03/2022,05/03/2022,Lynda’s Legacy LLC d/b/a Chaney’s Tobacco Station,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
05/04/2022,05/04/2022,Kingdom Harvest,Center for Drug Evaluation and Research | CDER,Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products,,
05/09/2022,05/04/2022,Performax Labs Inc,Center for Food Safety and Applied Nutrition (CFSAN),Dietary Supplement/Adulterated,,
05/10/2022,04/29/2022,Beachside Vapors LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
05/09/2022,05/04/2022,Steel Supplements Inc,Center for Food Safety and Applied Nutrition (CFSAN),Dietary Supplement/Adulterated,,
05/10/2022,05/04/2022,Inhousepharmacy.vu,Center for Drug Evaluation and Research | CDER,Notice of Unlawful Sale of Unapproved Drugs to United States Consumers Over the Internet,,
05/10/2022,04/21/2022,"MCACO, LTD",Division of Human and Animal Food Operations West III,CGMP/Dietary Supplement/Adulterated,,
05/10/2022,04/11/2022,Brigham and Women’s Hospital Inc.,Office of Pharmaceutical Quality Operations Division I,CGMP/Positron Emission Tomography (PET) Drugs/Adulterated,,05/31/2023
05/09/2022,05/04/2022,Ironmag Labs,Center for Food Safety and Applied Nutrition (CFSAN),Dietary Supplement/Adulterated,,
05/09/2022,05/04/2022,Advanced Nutritional Supplements LLC,Center for Food Safety and Applied Nutrition (CFSAN),Dietary Supplement/Adulterated,,
05/09/2022,05/04/2022,Max Muscle,Center for Food Safety and Applied Nutrition (CFSAN),Dietary Supplement/Adulterated,,
05/09/2022,05/04/2022,Assault Labs,Center for Food Safety and Applied Nutrition (CFSAN),Dietary Supplement/Adulterated,,
05/09/2022,05/04/2022,"Nutritional Sales and Customer Service, LLC",Center for Food Safety and Applied Nutrition (CFSAN),Dietary Supplement/Adulterated,,
05/10/2022,03/08/2022,Purina Animal Nutrition LLC,Division of Human and Animal Food Operations West III,"CGMP/Food for Animals/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,09/20/2022
05/09/2022,05/04/2022,Complete Nutrition,Center for Food Safety and Applied Nutrition (CFSAN),Dietary Supplement/Adulterated,,
05/09/2022,05/04/2022,New York Nutrition Company,Center for Food Safety and Applied Nutrition (CFSAN),Dietary Supplement/Adulterated,,
05/31/2022,03/31/2022,OsteoLife Biomedical I LLC,Office of Biological Products Operations – Division I,"Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)",,
05/31/2022,03/11/2022,CAJ Food Products Inc.,Office of Human and Animal Food Operations East Division 6,New Drug/Misbranded,,08/08/2022
05/31/2022,04/28/2022,Russ Davis Wholesale Inc,Office of Human and Animal Food Operations - West Division 1,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,07/21/2023
05/31/2022,05/18/2022,"New Vitalis, LLC dba New Vitalis Pharmacy",Division of Pharmaceutical Quality Operations III,Compounding Pharmacy/Adulterated Drug Products,,
05/26/2022,05/26/2022,"Freeman and Biddy, LLC d/b/a Freedom Vapes",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
05/31/2022,05/05/2022,"Yippee Farms, LLC",Division of Human and Animal Food Operations East II,Illegal Drug Residue Animal Tissue/Adulterated,,12/02/2022
05/26/2022,05/26/2022,"Wick ‘N’ Vape, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
05/31/2022,05/23/2022,Grimann S.A. de C.V.,Center for Drug Evaluation and Research | CDER,Failure to Comply with Drug Registration and Listing Requirements,,06/24/2022
03/08/2022,02/03/2022,Sergio Carranza dba MR CHESCOS,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,
03/08/2022,02/09/2022,"Bea Lydecker’s Naturals, Inc.",Division of Human and Animal Food Operations West VI,Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products,,
04/26/2022,03/17/2022,Vitae Enim Vitae Scientific Inc.,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,
04/26/2022,04/14/2022,"Cetylite Industries, Inc.",Division of Pharmaceutical Quality Operations I,CGMP/Finished Pharmaceuticals/Adulterated,,
03/08/2022,02/25/2022,ECBlend LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
03/08/2022,01/12/2022,Kemal Balikcilik Ihracat,Center for Food Safety and Applied Nutrition (CFSAN),Seafood HACCP/CGMP for Foods/Adulterated,,
03/01/2022,03/01/2022,E-Cig USA Inc d/b/a Hutchinson Tobacco and Cigar,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
03/01/2022,03/01/2022,"Synergy Mixing Labs, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
03/02/2022,03/02/2022,MyVapor-Lounge LLC d/b/a Winter Garden Ecigs,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
03/08/2022,02/07/2022,"All Good Foods, Inc.",Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
04/26/2022,04/19/2022,Fresh Farms LLC,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,
04/26/2022,04/13/2022,7333 LLC,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
04/26/2022,04/12/2022,Alymar LLC,Southwest Imports,Foreign Supplier Verification Program (FSVP),,
04/27/2022,04/27/2022,"Smoke-Free Planet, LLC d/b/a Smoke Free Nation",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
03/01/2022,03/01/2022,CT Vapors,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
03/15/2022,02/28/2022,"NeuroField, Inc.",Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device,,
03/15/2022,02/25/2022,"N3Vapor, LLC Kill Devil Hills",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
03/15/2022,02/23/2022,"Princess Lifestyles, LLC",Office of Human and Animal Food Operations –West Division 5,Unapproved New Drugs/Misbranded,,
03/15/2022,12/20/2021,Teahouse Tapioca and Tea Inc.,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,
03/15/2022,02/28/2022,"Sabine S. Hazan, M.D.",Center for Drug Evaluation and Research | CDER,Clinical Investigator (CI),,
03/15/2022,03/09/2022,Okami Brand LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
03/15/2022,02/04/2022,Global LC Inc DBA Rice Chicken,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,
03/15/2022,02/24/2022,Accu Bio-Chem Laboratories,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,
03/15/2022,02/25/2022,Ivermectin24h.com,Center for Drug Evaluation and Research | CDER,Unlawful Sale of Misbranded Drugs to United States Consumers Over the Internet,,
03/15/2022,12/23/2021,"Euphrates Foods, LLC dba Labeeb Alani Inc.",Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP),,
03/15/2022,03/02/2022,Keeler Family Farms,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,
03/15/2022,02/23/2022,"Craving Vapor Industries, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
03/15/2022,03/15/2022,Yogi's Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/05/2022,03/28/2022,"Transphere, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/05/2022,02/11/2022,Joy Gourmet Foods LLC,Office of Human and Animal Food Operations East Division 1,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,
04/05/2022,12/10/2021,"Turncoat Industries, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,09/18/2024
04/05/2022,02/04/2022,E Vapor Hut LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,07/14/2022
04/05/2022,12/10/2021,Ten Days Manufacturing d/b/a Daily Manufacturing,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/05/2022,11/24/2021,Twisted Tongue Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/05/2022,01/14/2022,Boomtown Vapor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/05/2022,01/28/2022,Skin Sheek,Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device,,03/14/2023
04/05/2022,11/24/2021,"JMJ Howard Enterprises, Inc. d/b/a Netvapes",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/05/2022,01/14/2022,Victory Liquid LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/05/2022,03/17/2022,"Honey Feast, Inc.",Office of Human and Animal Food Operations East Division IV,New Drug/Misbranded,,07/15/2022
04/05/2022,02/04/2022,Fast Eddie's Vape Distribution,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/05/2022,03/28/2022,"Seacoi Investments, Inc. d/b/a Miura Cigars",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/15/2022,02/04/2022,Crystal Clear Supplements,Center for Drug Evaluation and Research | CDER,Unapproved New Drugs/Misbranded,,
02/15/2022,02/04/2022,"Richard J. Obiso, PhD dba Avila Herbals, LLC",Center for Drug Evaluation and Research | CDER,Clinical Investigator,,
02/17/2022,02/17/2022,Vapors Inc d/b/a Vapors of Alabama of Jasper,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,09/19/2024
02/17/2022,02/17/2022,Lecig Enterprises Inc,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/17/2022,02/17/2022,Vapors Inc. d/b/a Vapors of Alabama Gardendale,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,09/19/2024
02/22/2022,02/11/2022,Freedom Smoke USA International dba Freedom Smoke USA Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/16/2022,02/14/2022,JP Ventures LLC dba iVape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/17/2022,02/17/2022,Vapors Inc. d/b/a Vapors of Alabama Oneonta,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,09/19/2024
02/15/2022,02/04/2022,"Walker Trading Company, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/22/2022,02/11/2022,PBDragon LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/22/2022
02/22/2022,02/15/2022,Extrapharmacy.ru,Center for Drug Evaluation and Research | CDER,Unlawful Sale of Unapproved and Misbranded Drugs to United States Consumers Over the Internet,,
02/23/2022,02/22/2022,My Natural Treatment,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,
02/23/2022,02/23/2022,"Craving Vapor Industries, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/17/2022,02/17/2022,Vapors Inc. d/b/a Vapors of Alabama Arab,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/15/2022,02/01/2022,"Jay Shree Hanuman, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/22/2022,01/06/2022,"Patidar Trade, Inc.",Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,
02/22/2022,02/15/2022,rxshopmd.com,Center for Drug Evaluation and Research | CDER,Unlawful Sale of Unapproved and Misbranded Drugs to United States Consumers Over the Internet,,
02/17/2022,02/17/2022,Twisted Vapors,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/14/2021,12/15/2021,Cooper Institute,Office of Biological Products Operations – Division 2,"Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)",,
12/14/2021,11/30/2021,Dental Technologies Inc.,Division of Pharmaceutical Quality Operations III,CGMP/QSR/Medical Devices/Adulterated,,
12/14/2021,11/29/2021,Sanitor Corporation,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,
12/14/2021,11/23/2021,DeVilbiss Healthcare LLC,Office of Medical Device and Radiological Health Operations (Division 1),Medical Device Reporting/Misbranded,,10/30/2024
12/15/2021,12/15/2021,Kuegel Enterprise LLC d/b/a America's Choice E-Cigarettes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/15/2021,12/15/2021,CloudXVapes Plus LLC d/b/a CloudXVapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/16/2021,12/16/2021,"Absolute Vapor Lounge, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/16/2021,12/16/2021,Lynda's Legacy LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/16/2021,12/16/2021,Vapor Tek USA LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/16/2021,12/16/2021,Kokomo Pure Vapors LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/14/2021,10/22/2021,ITC Global Trading Inc.,Division of Southwest Imports Compliance Branch,Foreign Supplier Verification Program (FSVP),,
12/15/2021,12/15/2021,Vape MD,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/16/2021,12/16/2021,The Vape Bar LLC d/b/a The Vape and More LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,09/09/2024
01/18/2022,11/18/2021,GeroNova Research Inc.,Office of Human and Animal Food Operations - West Division 5,Internet Marketing of Unapproved and Misbranded Drugs,,
01/18/2022,01/06/2022,"Cosmo Bio Co., Ltd.",Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,,
01/18/2022,12/21/2021,"Sunstar Americas, Inc.",Office of Medical Devices and Radiological Health Operations Div. 2 Central,CGMP/QSR/Medical Devices/Adulterated,,
01/18/2022,01/11/2022,Saad Trading Inc.,Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP),,
01/18/2022,12/16/2021,Foundation Vapor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/18/2022,09/20/2021,"Apothecary Health Solutions/Right Value Drug Stores, LLC dba Carie Boyd's Prescription Shop","Office of Pharmaceutical Quality Operations, Division II",Compounding Pharmacy/Adulterated Drug Products,,
01/18/2022,01/11/2022,"Rocky Mountain Ecigs, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
